threshold_dbfs,file,sample_rate,channels,audio_duration_sec,event_index,event_start_sec,event_end_sec,event_duration_sec,active_start_sec,active_end_sec,rms_max_dbfs,rms_mean_dbfs
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,1,0.0,60.0,60.0,2.875,56.495,-17.19,-22.18
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,2,60.0,61.495,1.495,60.0,56.495,-17.19,-22.18
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,3,64.744,118.238,53.494,67.744,118.114,-20.0,-24.45
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,1,0.0,60.0,60.0,1.0,60.0,-12.15,-26.66
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,2,60.0,107.366,47.366,60.0,102.366,-12.15,-26.66
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,3,124.863,140.919,16.055,127.863,140.862,-21.05,-25.15
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,1,18.873,27.498,8.625,21.873,22.498,-20.5,-24.25
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,2,127.238,142.738,15.499,130.238,137.738,-23.65,-27.75
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,3,142.987,179.956,36.97,145.987,179.859,-20.96,-25.12
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,1,166.61,189.733,23.124,169.61,184.733,-26.01,-27.95
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,2,192.607,215.96,23.353,195.607,214.856,-18.99,-25.37
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,1,0.625,9.25,8.625,3.625,4.25,-19.63,-23.77
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,2,62.619,77.993,15.374,65.619,72.993,-19.3,-24.01
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,3,83.117,91.867,8.75,86.117,86.867,-19.67,-25.25
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,4,115.864,175.864,60.0,118.864,175.864,-18.58,-24.9
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,5,175.864,180.888,5.024,175.864,180.484,-18.58,-24.9
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34375__2017-03-04__15870aaabc.wav,44100,1,87.66,1,31.872,87.66,55.788,34.872,87.617,-3.97,-25.02
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34384__2017-03-18__7aa72bbafe.wav,44100,1,107.776,1,0.0,60.0,60.0,0.875,60.0,-8.91,-22.34
-30.0,Boana_boans/Boana_boans__IAvH-CSA-34384__2017-03-18__7aa72bbafe.wav,44100,1,107.776,2,60.0,107.776,47.776,60.0,107.74,-8.91,-22.34
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34265__2020-12-09__2e81e1c34e.wav,48000,1,63.851,1,0.875,60.875,60.0,3.875,60.875,-16.57,-23.46
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34265__2020-12-09__2e81e1c34e.wav,48000,1,63.851,2,60.875,63.851,2.976,60.875,63.75,-16.57,-23.46
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34268__2020-12-09__a27cebe8a1.wav,48000,1,93.641,1,13.125,73.125,60.0,16.125,73.125,-15.6,-23.2
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34268__2020-12-09__a27cebe8a1.wav,48000,1,93.641,2,73.125,93.641,20.516,73.125,93.625,-15.6,-23.2
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34272__2020-12-13__739a1eee81.wav,48000,1,70.2,1,1.25,61.25,60.0,4.25,61.25,-16.89,-24.08
-30.0,Boana_platanera/Boana_platanera__IAvH-CSA-34272__2020-12-13__739a1eee81.wav,48000,1,70.2,2,61.25,70.2,8.95,61.25,69.875,-16.89,-24.08
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,1,0.0,8.25,8.25,0.0,3.25,-22.91,-26.49
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,2,20.875,29.375,8.5,23.875,24.375,-22.01,-23.95
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,3,41.0,49.5,8.5,44.0,44.5,-20.48,-22.33
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,4,49.625,58.125,8.5,52.625,53.125,-14.93,-16.93
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,5,62.875,76.5,13.625,65.875,71.5,-22.57,-26.85
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,6,79.625,96.625,17.0,82.625,91.625,-24.85,-26.86
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18219__2018-07-13__af42e9a9c1.wav,48000,1,59.849,1,0.0,26.0,26.0,0.0,21.0,-11.9,-27.32
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18219__2018-07-13__af42e9a9c1.wav,48000,1,59.849,2,48.125,59.849,11.724,51.125,56.5,-24.34,-27.18
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,1,0.0,8.125,8.125,0.0,3.125,-22.91,-25.78
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,2,22.375,31.0,8.625,25.375,26.0,-24.26,-25.99
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,3,42.25,53.25,11.0,45.25,48.25,-23.74,-26.72
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,4,62.375,70.875,8.5,65.375,65.875,-19.46,-22.94
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,5,101.375,123.5,22.125,104.375,118.5,-16.82,-24.54
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,1,0.0,8.125,8.125,0.0,3.125,-21.83,-25.03
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,2,15.75,30.875,15.125,18.75,25.875,-26.51,-28.07
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,3,44.5,63.625,19.125,47.5,58.625,-25.1,-27.36
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,4,68.125,76.625,8.5,71.125,71.625,-24.58,-26.52
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,1,0.0,8.25,8.25,0.0,3.25,-21.94,-24.75
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,2,12.875,21.375,8.5,15.875,16.375,-24.04,-26.15
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,3,35.875,75.375,39.5,38.875,70.375,-20.17,-25.24
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18278__2018-07-08__184ecce2c5.wav,44100,1,70.466,1,0.0,60.0,60.0,1.0,60.0,-16.53,-25.78
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18278__2018-07-08__184ecce2c5.wav,44100,1,70.466,2,60.0,70.466,10.466,60.0,68.244,-16.53,-25.78
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,1,0.0,10.375,10.375,1.0,5.375,-20.59,-24.52
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,2,14.75,74.75,60.0,17.75,74.75,-16.51,-22.75
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,3,74.75,107.25,32.5,74.75,102.25,-16.51,-22.75
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,4,109.75,149.875,40.125,112.75,144.875,-16.47,-22.13
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,5,151.75,171.25,19.5,154.75,166.25,-19.54,-24.02
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,6,175.625,208.125,32.5,178.625,203.125,-19.55,-27.11
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,7,228.5,237.0,8.5,231.5,232.0,-25.48,-27.08
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,8,240.625,249.125,8.5,243.625,244.125,-23.82,-25.35
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,9,249.375,263.016,13.641,252.375,261.125,-20.43,-26.72
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,1,0.0,60.0,60.0,0.875,60.0,-11.64,-23.48
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,2,60.0,120.0,60.0,60.0,120.0,-11.64,-23.48
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,3,120.0,123.931,3.931,120.0,123.864,-11.64,-23.48
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20273__2020-10-31__539cd7d016.wav,48000,1,103.558,1,0.0,60.0,60.0,0.875,60.0,-13.9,-23.19
-30.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20273__2020-10-31__539cd7d016.wav,48000,1,103.558,2,60.0,103.558,43.558,60.0,103.375,-13.9,-23.19
-30.0,Boana_rosenbergi/Boana_rosenbergi__IAvH-CSA-20268__2020-01-22__8eca0d45a2.wav,44100,1,116.381,1,0.0,60.0,60.0,0.875,60.0,-16.15,-23.3
-30.0,Boana_rosenbergi/Boana_rosenbergi__IAvH-CSA-20268__2020-01-22__8eca0d45a2.wav,44100,1,116.381,2,60.0,116.381,56.381,60.0,116.364,-16.15,-23.3
-30.0,Centrolene_antioquiense/Centrolene_antioquiense__IAvH-CSA-01448__2017-09-17__59d1a3fbf9.wav,44100,1,358.8,1,351.843,358.8,6.957,354.843,358.218,-20.4,-24.82
-30.0,Centrolene_antioquiense/Centrolene_antioquiense__IAvH-CSA-01449__2017-09-17__92d6b18be0.wav,44100,1,429.199,1,421.711,429.199,7.487,424.711,428.211,-20.37,-24.77
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34233__2018-05-03__0ca2984392.wav,44100,1,78.701,1,0.0,10.0,10.0,0.0,5.0,-19.92,-25.1
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34233__2018-05-03__0ca2984392.wav,44100,1,78.701,2,40.746,78.701,37.955,43.746,75.743,-22.0,-28.21
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34234__2018-05-04__96f1ee324f.wav,44100,1,97.714,1,0.0,39.747,39.747,0.0,34.747,-19.92,-27.36
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34234__2018-05-04__96f1ee324f.wav,44100,1,97.714,2,81.367,97.714,16.346,84.367,94.741,-25.89,-28.85
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34235__2018-05-04__6f157a62b5.wav,44100,1,76.817,1,0.0,10.0,10.0,0.0,5.0,-19.92,-24.19
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34235__2018-05-04__6f157a62b5.wav,44100,1,76.817,2,37.246,76.817,39.57,40.246,73.868,-24.93,-28.38
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34236__2018-05-05__ad414d86f3.wav,44100,1,82.085,1,0.0,9.875,9.875,0.0,4.875,-19.92,-24.73
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34236__2018-05-05__ad414d86f3.wav,44100,1,82.085,2,38.871,82.085,43.214,41.871,78.993,-20.77,-28.37
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,1,0.0,10.0,10.0,0.0,5.0,-19.92,-25.09
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,2,18.373,26.998,8.625,21.373,21.998,-22.29,-25.27
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,3,27.997,42.372,14.374,30.997,37.372,-20.47,-25.97
-30.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,4,42.871,80.267,37.396,45.871,77.243,-22.42,-28.34
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18012__2015-10-01__686bb18ede.wav,44100,1,11.434,1,0.0,11.434,11.434,0.0,9.874,-12.99,-24.07
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,1,0.0,7.75,7.75,0.0,2.75,-22.5,-25.98
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,2,26.122,34.747,8.625,29.122,29.747,-17.96,-20.29
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,3,40.871,49.496,8.625,43.871,44.496,-17.9,-19.92
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,4,54.995,63.62,8.625,57.995,58.62,-21.93,-23.6
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,5,66.619,71.243,4.625,69.619,70.244,-22.66,-23.98
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,1,0.0,7.875,7.875,0.0,2.875,-23.22,-26.58
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,2,29.497,38.122,8.625,32.497,33.122,-25.28,-27.2
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,3,56.62,65.245,8.625,59.62,60.245,-24.34,-26.59
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,4,67.869,74.742,6.874,70.869,71.494,-20.93,-23.26
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18015__2015-10-01__62506f7cfa.wav,44100,1,106.815,1,0.0,18.124,18.124,0.0,13.124,-22.67,-27.02
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18016__2015-10-01__eba029801e.wav,44100,1,46.581,1,0.0,7.875,7.875,0.0,2.875,-23.22,-26.51
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18016__2015-10-01__eba029801e.wav,44100,1,46.581,2,25.622,34.247,8.625,28.622,29.247,-23.65,-25.96
-30.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18016__2015-10-01__eba029801e.wav,44100,1,46.581,3,38.371,46.581,8.21,41.371,41.996,-19.89,-22.41
-30.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,1,75.868,84.493,8.625,78.868,79.493,-27.37,-28.56
-30.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,2,98.491,107.366,8.875,101.491,102.366,-20.72,-24.97
-30.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,3,201.606,210.231,8.625,204.606,205.231,-27.11,-28.31
-30.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,4,224.229,233.104,8.875,227.229,228.104,-20.85,-24.79
-30.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,5,245.102,252.527,7.424,248.102,251.727,-20.57,-25.26
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20338__2022-04-03__1c3d0df194.wav,44100,1,98.489,1,0.0,60.0,60.0,1.625,60.0,-11.16,-21.2
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20338__2022-04-03__1c3d0df194.wav,44100,1,98.489,2,60.0,98.489,38.489,60.0,98.366,-11.16,-21.2
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,1,0.0,60.0,60.0,1.0,60.0,-12.43,-21.79
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,2,60.0,120.0,60.0,60.0,120.0,-12.43,-21.79
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,3,120.0,125.693,5.693,120.0,125.614,-12.43,-21.79
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20340__2022-04-16__ada09162cd.wav,44100,1,107.434,1,0.0,60.0,60.0,0.875,60.0,-12.39,-21.55
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20340__2022-04-16__ada09162cd.wav,44100,1,107.434,2,60.0,107.434,47.434,60.0,107.365,-12.39,-21.55
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20341__2022-04-16__f6e2dc3414.wav,44100,1,104.212,1,0.0,60.0,60.0,1.0,60.0,-11.92,-22.13
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20341__2022-04-16__f6e2dc3414.wav,44100,1,104.212,2,60.0,104.212,44.212,60.0,104.116,-11.92,-22.13
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20342__2022-04-16__2e524b4c87.wav,44100,1,111.5,1,0.0,60.0,60.0,1.5,60.0,-12.84,-22.15
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20342__2022-04-16__2e524b4c87.wav,44100,1,111.5,2,60.0,111.5,51.5,60.0,111.24,-12.84,-22.15
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20343__2022-04-16__5a44d8aa36.wav,44100,1,110.192,1,0.0,60.0,60.0,0.875,60.0,-10.05,-22.74
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20343__2022-04-16__5a44d8aa36.wav,44100,1,110.192,2,60.0,110.192,50.192,60.0,110.115,-10.05,-22.74
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20344__2022-04-16__603c67deb6.wav,44100,1,117.278,1,0.0,60.0,60.0,0.875,60.0,-9.41,-21.86
-30.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20344__2022-04-16__603c67deb6.wav,44100,1,117.278,2,60.0,117.278,57.278,60.0,117.239,-9.41,-21.86
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,1,1.0,11.875,10.875,4.0,6.875,-19.46,-23.04
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,2,20.125,31.125,11.0,23.125,26.125,-18.2,-22.61
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,3,42.75,53.625,10.875,45.75,48.625,-19.07,-22.92
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,4,58.25,105.875,47.625,61.25,100.875,-17.47,-24.8
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,5,109.125,153.0,43.875,112.125,148.0,-16.91,-28.82
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,6,154.375,169.817,15.442,157.375,169.75,-19.19,-24.27
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-09325__2019-03-03__1ff7ae5653.wav,48000,1,127.716,1,0.0,60.0,60.0,1.0,60.0,-14.42,-26.45
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-09325__2019-03-03__1ff7ae5653.wav,48000,1,127.716,2,60.0,102.375,42.375,60.0,97.375,-14.42,-26.45
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11023__2000-01-09__c3ee3eb5cf.wav,44100,2,165.92,1,7.499,16.124,8.625,10.499,11.124,-21.9,-25.13
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11023__2000-01-09__c3ee3eb5cf.wav,44100,2,165.92,2,112.24,165.92,53.68,115.24,162.61,-15.41,-22.03
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,1,116.614,128.864,12.25,119.614,123.864,-27.25,-28.65
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,2,129.988,158.736,28.748,132.988,153.736,-24.77,-27.5
-30.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,3,187.733,200.857,13.125,190.733,195.857,-23.65,-27.09
-30.0,Leucostethus_fraterdanieli/Leucostethus_fraterdanieli__IAvH-CSA-18683__2018-09-02__938c2bc13a.wav,44100,1,11.359,1,0.0,11.359,11.359,1.0,10.374,-18.22,-23.22
-30.0,Phyllobates_bicolor/Phyllobates_bicolor__IAvH-CSA-34257__2018-07-01__80fa5b27a1.wav,44100,1,8.936,1,0.0,8.936,8.936,0.0,5.0,-19.9,-25.12
-25.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,1,0.0,48.371,48.371,0.0,43.371,-15.62,-18.13
-25.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,2,63.744,123.744,60.0,66.744,123.744,-16.12,-18.28
-25.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,3,123.744,183.744,60.0,123.744,183.483,-16.12,-18.28
-25.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,4,183.744,188.483,4.739,183.744,183.483,-16.12,-18.28
-25.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18222__2018-07-13__df646a755f.wav,48000,1,100.388,1,10.375,32.75,22.375,13.375,27.75,-18.45,-21.14
-25.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18222__2018-07-13__df646a755f.wav,48000,1,100.388,2,83.875,94.375,10.5,86.875,89.375,-17.91,-21.53
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18534__2017-08-06__6ae3645d76.wav,44100,1,103.164,1,0.125,10.874,10.75,3.125,5.874,-20.46,-23.03
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18535__2017-08-06__44c5549d78.wav,44100,1,103.775,1,0.125,10.874,10.75,3.125,5.874,-20.96,-23.26
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,1,0.125,8.75,8.625,3.125,3.75,-22.43,-23.65
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,2,184.858,194.608,9.75,187.858,189.608,-23.68,-24.05
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,3,204.981,210.833,5.852,207.981,208.856,-23.65,-24.16
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18537__2017-09-13__161164b5c4.wav,44100,1,198.214,1,0.125,8.75,8.625,3.125,3.75,-22.43,-23.65
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18538__2017-09-13__ea817d6aa3.wav,44100,1,107.874,1,0.125,10.75,10.625,3.125,5.75,-22.21,-23.67
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18539__2017-09-16__286bd51ef7.wav,44100,1,84.132,1,0.125,8.75,8.625,3.125,3.75,-22.43,-23.65
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18539__2017-09-16__286bd51ef7.wav,44100,1,84.132,2,11.499,71.499,60.0,14.499,71.499,-20.67,-22.14
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18539__2017-09-16__286bd51ef7.wav,44100,1,84.132,3,71.499,84.132,12.633,71.499,82.868,-20.67,-22.14
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,1,0.125,10.125,10.0,3.125,5.125,-20.42,-22.99
-25.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,2,117.989,128.239,10.25,120.989,123.239,-19.43,-20.61
